Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
3,East Hartford,Hartford_CT,CT,44.1,32,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,26.1,75,2.5,9.2,0,Light Snow,FALSE,FALSE,FALSE,day
2,Lehi,Utah_UT,UT,26.1,81,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,86,65,10,0,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Paramount,Los Angeles_CA,CA,69,70,10,5,0,Fair,FALSE,FALSE,FALSE,night
3,Long Beach,Los Angeles_CA,CA,72,71,10,6,0,Fair,TRUE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,69,87,7,8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Lititz,Lancaster_PA,PA,30,47,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
3,San Bernardino,San Bernardino_CA,CA,87.8,24,7,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,33.1,92,9,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Spartanburg,Spartanburg_SC,SC,64.4,37,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,Bartlett,Dupage_IL,IL,63,72,8,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Clarksburg,Montgomery_MD,MD,57,96,10,3.5,0.13,Light Rain,FALSE,FALSE,FALSE,day
2,Johnson City,Washington_TN,TN,78.1,60,10,3.5,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,48.2,100,7,11.5,0,Light Drizzle,FALSE,FALSE,FALSE,day
2,Hyattsville,Prince George's_MD,MD,42,93,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,Fremont,Alameda_CA,CA,48.2,100,9,0,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Santa Ana,Orange_CA,CA,68,49,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Bronx,Bronx_NY,NY,75,71,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Riverside,Riverside_CA,CA,78.1,45,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Myrtle Beach,Horry_SC,SC,85,72,10,0,0,Fair,FALSE,FALSE,TRUE,day
3,Louisville,Jefferson_KY,KY,61,83,10,9,0.02,Light Rain,FALSE,FALSE,FALSE,twilight
3,Tonawanda,Erie_NY,NY,28,88,4,24.2,0.01,Light Freezing Drizzle,FALSE,FALSE,FALSE,night
3,Long Beach,Los Angeles_CA,CA,72,76,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
3,Grove City,Franklin_OH,OH,66.2,100,4,3.5,0,Clear,FALSE,FALSE,TRUE,day
2,San Marcos,San Diego_CA,CA,75,55,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,66.9,84,7,0,0,Clear,FALSE,FALSE,FALSE,night
2,Louisville,Jefferson_KY,KY,48,36,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
4,Rex,Clayton_GA,GA,30,38,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,San Jose,Santa Clara_CA,CA,66,65,6,0,0,Haze,FALSE,FALSE,FALSE,day
3,West Covina,Los Angeles_CA,CA,66.2,52,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,60.1,96,1.5,9.2,0,Overcast,FALSE,FALSE,TRUE,day
3,Fairfax,Fairfax County_VA,VA,72,93,2,5.8,0.16,Rain,FALSE,FALSE,FALSE,day
2,Athens,Limestone_AL,AL,91,48,10,7,0,Fair,FALSE,FALSE,TRUE,day
3,East Providence,Providence_RI,RI,75.9,87,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,89.1,26,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Winter Park,Orange_FL,FL,61,72,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,El Monte,Los Angeles_CA,CA,71,51,10,0,0,Fair,TRUE,FALSE,FALSE,day
2,Southfield,Oakland_MI,MI,49,72,10,14,0,Cloudy,FALSE,FALSE,FALSE,day
2,Greenwood,Greenwood_SC,SC,39,93,8,5.8,0.01,Overcast,FALSE,FALSE,FALSE,day
2,Beacon,Dutchess_NY,NY,66,100,5,5,0,Cloudy,FALSE,FALSE,FALSE,twilight
3,Phoenix,Maricopa_AZ,AZ,110,5,10,9,0,Fair,FALSE,FALSE,FALSE,twilight
2,East Orange,Essex_NJ,NJ,53.1,64,10,6.9,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,82,65,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Hacienda Heights,Los Angeles_CA,CA,53.6,94,4,0,0,Clear,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,63,40,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Bethesda,Montgomery_MD,MD,60.1,64,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Forest Park,Clayton_GA,GA,60.1,96,1,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Rowland Heights,Los Angeles_CA,CA,60.1,39,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Columbia,Howard_MD,MD,69.1,57,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Newhall,Los Angeles_CA,CA,61,75,10,12,0,Cloudy,FALSE,FALSE,FALSE,day
2,Diamond Bar,Los Angeles_CA,CA,68,26,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,West Covina,Los Angeles_CA,CA,73.4,53,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Pooler,Chatham_GA,GA,37.9,73,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Augusta,Richmond_GA,GA,81,41,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,44.1,71,10,24.2,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Fountain Valley,Orange_CA,CA,78,56,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,51.1,86,10,4.6,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Myrtle Beach,Horry_SC,SC,74,71,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,53.6,21,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Colorado Springs,El Paso_CO,CO,12,64,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,64,67,10,12,0,Fair,FALSE,FALSE,FALSE,day
3,Richmond,Henrico_VA,VA,82,30,10,15,0,Fair,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,79,90,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,39.9,36,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,28,100,2,0,0,Clear,FALSE,FALSE,TRUE,day
3,Atlanta,Fulton_GA,GA,37,93,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,51,50,10,5,0,Cloudy,FALSE,FALSE,FALSE,day
2,Centerville,Wayne_IN,IN,30,66,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Ann Arbor,Washtenaw_MI,MI,46.9,54,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,86,57,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Huntsville,Madison_AL,AL,61,94,8,3,0,Light Rain,FALSE,FALSE,FALSE,twilight
4,Covington,Covington_VA,VA,53.6,100,0.2,9.2,0.01,Rain,TRUE,FALSE,FALSE,night
2,Alhambra,Los Angeles_CA,CA,80.6,54,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Mobile,Mobile_AL,AL,75.9,91,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,55,37,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Niles,Cook_IL,IL,82.9,42,10,8.1,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Opa Locka,Miami-Dade_FL,FL,81,82,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,80,85,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Roselle,Dupage_IL,IL,84.9,38,10,15,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,72,44,10,16.1,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Inglewood,Los Angeles_CA,CA,55,93,9,3.5,0,Clear,FALSE,FALSE,TRUE,night
2,Houston,Harris_TX,TX,55.4,41,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Woodlyn,Delaware_PA,PA,50,68,10,3.5,0,Light Rain,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,51.1,96,4,9.2,0.18,Light Rain,FALSE,FALSE,TRUE,day
3,Oakland,Alameda_CA,CA,57.9,87,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Webster,Harris_TX,TX,68,46,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,62.1,60,10,11.5,0,Overcast,TRUE,FALSE,FALSE,day
2,Clanton,Chilton_AL,AL,64,93,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,35,96,3,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
3,Portland,Multnomah_OR,OR,48.9,77,10,12.7,0,Light Rain,FALSE,FALSE,FALSE,day
2,Brandywine,Prince George's_MD,MD,37.6,75,10,12.7,0,Clear,FALSE,FALSE,TRUE,twilight
2,Milpitas,Santa Clara_CA,CA,53.1,86,10,5.8,0,Clear,TRUE,FALSE,FALSE,night
2,Cottage Grove,Lane_OR,OR,55,80,10,0,0,Clear,TRUE,FALSE,FALSE,night
3,Douglassville,Berks_PA,PA,69.1,100,8,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Saratoga Springs,Saratoga_NY,NY,27,93,2,15,0,Light Snow,FALSE,FALSE,FALSE,day
3,Livermore,Alameda_CA,CA,66,65,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,55,33,10,0,0,Partly Cloudy,FALSE,FALSE,TRUE,night
3,Westchester,Cook_IL,IL,63,58,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,59,64,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Miami,Miami-Dade_FL,FL,80.1,56,10,16.1,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Jackson,Carroll_NH,NH,30.6,31,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Flint,Genesee_MI,MI,82.9,65,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,63,87,10,0,0,Clear,TRUE,FALSE,FALSE,night
2,Chandler,Maricopa_AZ,AZ,69.8,12,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Red Wing,Goodhue_MN,MN,59,45,10,13,0,Light Rain,FALSE,FALSE,FALSE,night
3,Fairfield,Solano_CA,CA,55.9,97,7,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Pleasanton,Alameda_CA,CA,56,84,7,6,0.02,Light Rain,FALSE,FALSE,FALSE,night
3,Lenhartsville,Berks_PA,PA,79,44,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,West Palm Beach,Palm Beach_FL,FL,78.1,71,10,18.4,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Columbia,Richland_SC,SC,88,57,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,91,47,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
4,Asheboro,Randolph_NC,NC,90.3,55,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Long Beach,Los Angeles_CA,CA,66,59,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Woodland,Cowlitz_WA,WA,41,96,2,6,0.02,Rain,FALSE,FALSE,FALSE,day
3,Merritt Island,Brevard_FL,FL,80.4,65,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,30,47,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Tucson,Pima_AZ,AZ,85.3,49,10,5.8,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Atlanta,Fulton_GA,GA,55,34,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,82.9,49,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,51,15,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
2,Tracy,Alameda_CA,CA,63,72,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,68,25,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Tulsa,Tulsa_OK,OK,91,41,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Costa Mesa,Orange_CA,CA,64,75,3,3,0,Haze,FALSE,FALSE,TRUE,night
3,Houston,Harris_TX,TX,69.1,93,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,95,17,10,3.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Riverside,Riverside_CA,CA,67,44,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Montgomery,Montgomery_AL,AL,82,71,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Eagle Point,Jackson_OR,OR,45,74,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Garner,Wake_NC,NC,81,34,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,35.6,87,2,0,0,Light Snow,TRUE,FALSE,FALSE,day
3,Atlanta,DeKalb_GA,GA,42.1,49,10,12.7,0,Clear,TRUE,FALSE,FALSE,night
2,Council Bluffs,Pottawattamie_IA,IA,61,72,10,23,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Pickens,Pickens_SC,SC,49,47,10,0,0,Cloudy,FALSE,FALSE,FALSE,day
2,Cromwell,Middlesex_CT,CT,36,70,10,6.9,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Roebuck,Spartanburg_SC,SC,80.6,58,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Columbia,Richland_SC,SC,48,77,10,4.6,0,Overcast,FALSE,FALSE,TRUE,day
2,Indianapolis,Marion_IN,IN,19.9,74,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,70,73,10,14,0,Fair,FALSE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,75,90,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,80,62,10,16,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,New Orleans,Orleans_LA,LA,64,65,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,North Hollywood,Los Angeles_CA,CA,64.9,54,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Denver,Denver_CO,CO,44.1,31,10,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Tarpon Springs,Pinellas_FL,FL,71.1,47,10,8.1,0,Partly Cloudy,FALSE,FALSE,TRUE,twilight
2,Sheboygan Falls,Sheboygan_WI,WI,30,92,0.5,11.5,0,Snow,FALSE,FALSE,FALSE,day
2,Georgetown,Georgetown_SC,SC,64,49,10,8,0,Fair,FALSE,FALSE,FALSE,day
3,Greenville,Greenville_SC,SC,88,43,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Glen Burnie,Anne Arundel_MD,MD,39,60,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Kent,King_WA,WA,36,50,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,81,52,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Santa Barbara,Santa Barbara_CA,CA,70,65,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Richmond,Richmond City_VA,VA,50,63,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Lexington,Fayette_KY,KY,88,35,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
3,Tacoma,Pierce_WA,WA,61.5,52,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Forney,Kaufman_TX,TX,60.8,45,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,84,69,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Clark,Union_NJ,NJ,58,35,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,77,56,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Wedgefield,Sumter_SC,SC,46.6,67,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Columbia,Richland_SC,SC,54,45,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,San Francisco,San Francisco_CA,CA,56,75,10,10,0,Cloudy,FALSE,FALSE,FALSE,twilight
3,Carson,Los Angeles_CA,CA,55,89,10,3.5,0,Overcast,FALSE,FALSE,TRUE,day
3,Dallas,Dallas_TX,TX,71.1,31,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,55.4,88,10,11.5,0,Overcast,FALSE,FALSE,TRUE,day
2,New Brunswick,Middlesex_NJ,NJ,54,51,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Diamond Bar,Los Angeles_CA,CA,73,9,10,6,0,Fair,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,66.9,87,10,10.4,0,Overcast,FALSE,FALSE,TRUE,day
2,Show Low,Navajo_AZ,AZ,42.8,46,10,6.9,0,Clear,FALSE,TRUE,FALSE,day
2,Nashville,Davidson_TN,TN,70,68,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Winston Salem,Forsyth_NC,NC,51.1,92,5,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Huntington,Malheur_OR,OR,32,61,10,0,0,Clear,FALSE,FALSE,FALSE,day
4,Port Allen,West Baton Rouge_LA,LA,75,79,10,11.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Stewartsville,Warren_NJ,NJ,61,48,10,3,0,Fair,FALSE,FALSE,FALSE,night
2,Oklahoma City,Oklahoma_OK,OK,57.4,70,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,75,69,10,13.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Greer,Greenville_SC,SC,55.9,57,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Lenexa,Johnson_KS,KS,37,100,3,18.4,0.14,Rain,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,52,91,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Stockbridge,Henry_GA,GA,72,81,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Maple Shade,Burlington_NJ,NJ,51.1,68,10,5.8,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Blue Bell,Montgomery_PA,PA,32,80,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Miami,Miami-Dade_FL,FL,79,90,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,78.8,78,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Sacramento,Sacramento_CA,CA,77,54,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Roswell,Fulton_GA,GA,73.8,89,10,5.8,0.14,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,day
3,Irvington,Mobile_AL,AL,82,71,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,77,82,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Hopkins,Richland_SC,SC,77.2,82,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Kissimmee,Osceola_FL,FL,93,54,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,84,67,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Lake City,Columbia_FL,FL,53.6,94,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,Eagle Point,Jackson_OR,OR,57,44,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Travelers Rest,Greenville_SC,SC,37,42,10,6,0,Fair,FALSE,FALSE,TRUE,twilight
3,Long Beach,Los Angeles_CA,CA,74,71,10,7,0,Fair,FALSE,FALSE,FALSE,night
2,Louisville,Broomfield_CO,CO,75.2,18,40,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,54,34,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,63,41,10,15,0,Fair,FALSE,FALSE,FALSE,day
2,Stockton,San Joaquin_CA,CA,68,49,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,43,100,0.5,3.5,0.02,Light Rain,FALSE,FALSE,TRUE,day
2,Las Vegas,Clark_NV,NV,87.1,13,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,San Mateo,San Mateo_CA,CA,55,83,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
4,Woodbridge,Prince William_VA,VA,52.2,81,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Paramount,Los Angeles_CA,CA,66,54,9,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Warren,Columbia_OR,OR,44.1,76,9,0,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Springfield,Fairfax County_VA,VA,89.2,57,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,80.1,27,10,12.7,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Wilsonville,Shelby_AL,AL,50,77,10,9.2,0,Overcast,FALSE,FALSE,FALSE,night
2,Corona,Riverside_CA,CA,60.1,80,10,9.2,0,Overcast,FALSE,FALSE,FALSE,night
2,Fort Myers,Lee_FL,FL,87.8,66,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
4,Walnut Creek,Contra Costa_CA,CA,52,89,6,11.5,0.07,Light Rain,FALSE,FALSE,FALSE,night
3,Gloucester City,Camden_NJ,NJ,89.1,31,10,8.1,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Hazel Green,Grant_WI,WI,32,100,4,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,60,86,10,10,0,Partly Cloudy,FALSE,FALSE,TRUE,night
2,Austin,Travis_TX,TX,65,84,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Madera,Madera_CA,CA,93.9,20,10,8.1,0,Clear,TRUE,FALSE,FALSE,day
2,Upland,San Bernardino_CA,CA,64,84,6,4.6,0,Haze,TRUE,FALSE,FALSE,night
2,San Antonio,Bexar_TX,TX,71.1,96,2.5,6.9,0.56,Rain,FALSE,FALSE,FALSE,day
2,Allentown,Lehigh_PA,PA,60.1,86,3,0,0,Light Rain,FALSE,FALSE,FALSE,day
3,Phelps,Ontario_NY,NY,39,60,10,29.9,0,Overcast,FALSE,FALSE,FALSE,night
3,Interlochen,Grand Traverse_MI,MI,19.9,71,10,12.7,0,Overcast,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,55.4,41,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Maywood,Cook_IL,IL,34,92,5,8.1,0,Scattered Clouds,TRUE,FALSE,FALSE,night
3,Rock Hill,York_SC,SC,63,93,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Nashville,Davidson_TN,TN,66,38,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Miami,Miami-Dade_FL,FL,90,57,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Mountain View,Santa Clara_CA,CA,64.9,78,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,Encino,Los Angeles_CA,CA,77,15,10,13.8,0,Clear,TRUE,FALSE,FALSE,day
3,Newton,Middlesex_MA,MA,41,70,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,71,93,10,9,0,Cloudy,FALSE,FALSE,FALSE,day
2,Philadelphia,Philadelphia_PA,PA,70,87,5,8.1,0,Overcast,FALSE,TRUE,FALSE,day
3,Paterson,Passaic_NJ,NJ,81,72,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Richmond,Richmond City_VA,VA,73.9,93,10,9.2,0,Overcast,TRUE,FALSE,FALSE,night
2,Bellevue,Sarpy_NE,NE,44.6,99,7,16.1,0.03,Light Rain,FALSE,TRUE,FALSE,day
2,Rochester,Monroe_NY,NY,37,65,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Lodi,San Joaquin_CA,CA,46.9,77,5,0,0,Haze,FALSE,FALSE,FALSE,day
3,Raleigh,Wake_NC,NC,69.1,96,10,4.6,0.04,Light Rain,FALSE,FALSE,TRUE,night
3,Houston,Harris_TX,TX,89.6,55,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
3,Columbia,Richland_SC,SC,45,52,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
3,Greenwich,Fairfield_CT,CT,21,96,0.2,31.1,0,Heavy Snow,FALSE,FALSE,FALSE,day
2,Inman,Spartanburg_SC,SC,73.4,88,10,3.5,0.11,Light Rain,FALSE,FALSE,FALSE,day
2,Napa,Napa_CA,CA,73.9,41,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,51.1,74,10,13.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Riverside,Riverside_CA,CA,78.1,35,10,8.1,0,Overcast,FALSE,FALSE,TRUE,day
3,Avon,Livingston_NY,NY,59,81,10,11.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Nashville,Davidson_TN,TN,46.9,61,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,San Bernardino,San Bernardino_CA,CA,95,14,7,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Enterprise,Wallowa_OR,OR,62,50,10,15,0,Light Rain,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,66,20,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Germantown,Montgomery_MD,MD,44.1,68,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,San Bernardino,San Bernardino_CA,CA,71.6,53,7,9.2,0,Scattered Clouds,FALSE,TRUE,TRUE,night
2,Los Angeles,Los Angeles_CA,CA,73,71,10,0,0,Clear,FALSE,FALSE,TRUE,day
